salary,educationType,jobTitle,qualification,gender,dateModify,skills,otherInfo
50000,,,,Женский,2021-05-17,,
50000,Среднее профессиональное,диспетчер,логист,Мужской,2021-09-24,,
12130,,,,Женский,2021-10-26,,
15000,,,,Мужской,2021-06-25,,
90000,Высшее,менеджер,инженер,Женский,2021-01-15,,
30000,Высшее,,,Мужской,2020-10-01,,
20000,Среднее профессиональное,,техник,Женский,2021-03-22,"готов, ответствен, коммуникабельн",
25000,Высшее,инженер,инженер,Женский,2019-10-27,,"уверенный, успешный"
25000,Высшее,,,Мужской,2020-05-27,,
45000,Высшее,директор,,Женский,2021-01-28,,
20000,Среднее,продавец,,Женский,2021-03-31,,
40000,Среднее,водител,,Мужской,2020-08-05,,
15000,,,,Женский,2021-07-31,,
30000,Среднее профессиональное,инспектор,бухгалтер,Женский,2021-06-01,"Microsoft, делов, Word, управленческ, Office, Excel",
100000,Высшее,механик,инженер,Мужской,2021-01-19,ответствен,уверенный
40000,Высшее,инструктор,,Мужской,2020-07-03,,
15000,,,,Мужской,2021-11-11,,
50000,Высшее,,юрист,Женский,2021-03-25,,
30000,,,,Мужской,2020-08-05,,
17000,Среднее профессиональное,кассир,,Женский,2021-01-20,,
50000,,,,Женский,2020-06-28,,
29000,Высшее,менеджер,юрист,Женский,2021-07-07,,
20000,Высшее,,юрист,Мужской,2020-08-24,,
20000,,,,Женский,2021-06-27,,
14999,,,,Женский,2021-10-12,,
120000,Высшее,,инженер,Мужской,2021-06-24,"творческ, организаторск, управленческ, водительск, уверен",
20000,,,,Женский,2020-08-29,,
20000,Среднее,продавец,,Женский,2021-06-18,,
40000,Среднее профессиональное,техник,,Мужской,2021-06-01,,
25000,Высшее,учител,,Женский,2021-08-11,,
30000,Высшее,оператор,инженер,Женский,2021-10-18,способн,
70000,Высшее,,,Мужской,2021-01-03,,
34000,Среднее,,,Женский,2021-09-25,,
15000,Среднее профессиональное,,повар,Мужской,2021-03-07,,
15000,Среднее профессиональное,,,Женский,2021-07-23,ответствен,готовый
70000,Высшее,менеджер,менеджер,Мужской,2021-06-14,,"водительский, опытный"
15000,Среднее,водител,,Мужской,2021-10-06,"пунктуальн, исполнительн, аккуратн",
15000,Среднее,,,Женский,2021-05-21,,
40000,Среднее профессиональное,водител,механик,Мужской,2021-10-01,"Internet, водительск, Office, Windows, грамотн, опытн, устн","водительский, семейный"
30000,Среднее,,,Мужской,2021-03-24,,
18000,Среднее профессиональное,кондитер,,Женский,2020-07-02,,
40000,Высшее,,,Мужской,2021-11-19,,
14999,,механизатор,,Мужской,2021-10-31,,
25000,Высшее,кассир,,Женский,2021-09-06,,
30000,Среднее,менеджер,,Женский,2021-10-07,,
25000,Высшее,диспетчер,,Женский,2021-03-23,,
15000,Среднее,,,Женский,2021-06-20,,
50000,Высшее,,,Мужской,2021-01-11,,
25000,,,,Женский,2020-07-12,,
25000,Среднее профессиональное,директор,бухгалтер,Женский,2021-06-17,,
30000,,слесар,,Мужской,2021-11-18,,
30000,Высшее,,инженер,Женский,2021-03-11,"компьютерн, грамотн, коммуникабельн",
20000,Среднее,,,Женский,2021-01-28,,
20000,Высшее,,,Женский,2021-06-27,,
35000,,,,Женский,2021-11-25,,
15000,,,,Женский,2021-01-26,,
20000,,,,Женский,2021-04-28,,
30000,Среднее профессиональное,кладовщик,техник,,2020-04-13,,
100000,Высшее,директор,экономист,Женский,2021-07-16,способн,
30000,Высшее,бухгалтер,экономист,Женский,2021-03-29,,
50000,Высшее,,учител,Женский,2021-01-30,,
40000,,инженер,,Мужской,2020-06-15,,
20000,,,,Женский,2019-05-16,исполнительн,
25000,Среднее профессиональное,,,Женский,2021-04-04,,
70000,Высшее,менеджер,учител,Женский,2021-06-23,,
30000,Высшее,,экономик,Мужской,2020-04-20,,
30000,,,,Женский,2021-06-22,,
30000,Среднее,слесар,,Мужской,2020-11-10,,
35000,Высшее,,юрист,Мужской,2019-05-16,,
40000,Высшее,секретар,,Женский,2021-03-09,,
25000,Высшее,кладовщик,,Мужской,2021-11-11,,
19000,Среднее профессиональное,контролер,,,2019-05-16,,
40000,Среднее профессиональное,бухгалтер,,Женский,2021-06-07,,
50000,Среднее профессиональное,,,Женский,2021-05-28,,
70000,Высшее,,,Женский,2020-06-22,,
20000,,,,Женский,2021-03-22,,
30000,,,,Мужской,2020-07-23,,
70000,Высшее,дизайнер,инженер,Мужской,2020-08-29,"Office, Photoshop, компьютерн, Adobe",
20000,Среднее,,,Мужской,2020-08-07,,
35000,,,,Женский,2021-03-11,,
25000,Среднее,,,Мужской,2021-07-15,,
22000,Среднее,тракторист,,Мужской,2021-03-10,,
70000,Высшее,водител,,Мужской,2021-10-07,,
15000,Среднее,сборщик,,Мужской,2021-08-24,уверен,
40000,Высшее,,,Женский,2021-05-22,,
20000,Высшее,,,Женский,2021-06-27,"пунктуальн, исполнительн, аккуратн",уверенный
28000,Среднее профессиональное,,,Мужской,2021-08-03,,
18000,,,,Женский,2021-11-03,,
40000,,директор,,Мужской,2021-08-04,,
12792,,,,Мужской,2021-04-30,,
40000,,,,Мужской,2020-09-11,,
30000,,,,Мужской,2020-04-17,,
30000,,,,Мужской,2019-05-16,,
45000,,,,Мужской,2021-06-27,,
25000,,,,Женский,2021-04-06,,
30000,Среднее,,,Мужской,2020-11-15,,
18000,Среднее,,,Женский,2021-06-13,,
20000,Среднее,продавец,,Женский,2021-04-06,,
20000,Высшее,секретар,,Женский,2021-08-08,,
25000,Высшее,,менеджер,Женский,2021-11-22,,"профессиональный, жизненный, активный"
40000,Высшее,инженер,экономист,Мужской,2020-08-18,"управленческ, способн, ответствен",
55000,Среднее,,,Мужской,2020-08-26,,
40000,Среднее профессиональное,,,Мужской,2021-04-06,"пунктуальн, стрессоустойчив, исполнительн, ответствен",
18000,,,,Женский,2021-09-11,,
15000,Незаконченное высшее,администратор,,Женский,2020-06-24,,
30000,Высшее,,менеджер,Женский,2021-05-10,"Office, Internet, опытн, оргтехник",
35000,Незаконченное высшее,инженер,,Мужской,2021-06-14,,
45000,Высшее,инженер,техник,Женский,2021-11-22,уверен,
30000,Высшее,кассир,,Женский,2021-08-12,,
25000,Среднее профессиональное,продавец,,Женский,2021-06-15,,
35000,,,,Мужской,2021-01-13,,
25000,Среднее профессиональное,,,Мужской,2019-05-16,,
15000,Среднее,водител,,Мужской,2021-04-26,,
20000,,продавец,,Женский,2021-03-15,,
30000,,,,Женский,2021-04-18,,
20000,,,,Женский,2021-06-13,,
75000,Высшее,директор,юрист,Мужской,2020-08-25,,готовый
25000,,,,Мужской,2020-08-12,,
20000,Высшее,преподавател,,Мужской,2021-02-03,,
40000,Высшее,инженер,инженер,Мужской,2020-05-12,уверен,
15000,Среднее,продавец,,Женский,2021-09-09,"пунктуальн, ответствен",
22000,Высшее,,,Мужской,2020-01-14,,
20000,Среднее профессиональное,продавец,секретар,Женский,2021-07-09,,
30000,Среднее,,,Женский,2021-07-30,,
40000,Высшее,электромонтер,инженер,Мужской,2019-05-16,"пунктуальн, аналитическ",
15000,Среднее профессиональное,,,Женский,2021-06-19,"пунктуальн, ответствен",
80000,Высшее,,,Женский,2021-02-02,,
40000,,,,Женский,2021-05-13,,
45000,Незаконченное высшее,,,Мужской,2021-08-23,,
15000,,,,Мужской,2021-08-02,,
45000,Высшее,,,Женский,2021-09-01,,
40000,Высшее,,,Женский,2021-08-18,,
20000,,,,Женский,2021-10-04,,
55000,Среднее,,,Мужской,2020-07-06,,
30000,Незаконченное высшее,,,Женский,2021-02-07,добросовестн,
50000,Высшее,,,Женский,2021-06-15,,
25000,Среднее,,,,2019-05-16,,военный
25000,Высшее,,юрист,Женский,2021-03-05,,
20000,Среднее,,,Женский,2020-10-01,,
30000,Среднее профессиональное,контролер,,Мужской,2021-10-21,,
50000,Среднее профессиональное,водител,,Мужской,2021-06-20,,
10000,Среднее,охранник,,Мужской,2020-07-15,,
25000,Среднее,,,Женский,2021-09-14,"пунктуальн, легкообуча, ответствен",
30,,,,Женский,2021-07-30,,
100000,Среднее профессиональное,контролер,техник,Мужской,2020-09-28,,
15000,Среднее профессиональное,электрогазосварщик,,,2020-01-14,,
20500,Среднее профессиональное,,,Женский,2021-07-07,,
15000,Среднее профессиональное,,,Женский,2021-08-17,,
25000,Среднее,оператор,,Женский,2021-06-20,свободн,
19999,Высшее,,менеджер,Мужской,2021-11-11,,
33000,,,,Женский,2021-04-07,,
20000,,,,Женский,2021-03-24,,
12000,Среднее,,,Мужской,2021-03-17,,
25000,Среднее,,,Женский,2021-07-27,,
35000,Высшее,,менеджер,Женский,2021-11-13,,
4500,,,,Мужской,2021-07-19,,
25000,,,,,2019-12-27,,
20000,Высшее,,,Мужской,2021-06-03,,
30000,Среднее,,,Мужской,2021-11-24,,
50000,,,,Мужской,2020-04-30,,
4000,,,,Мужской,2021-05-01,,
20000,,,,Женский,2021-03-25,,
14561,,,,Мужской,2020-05-22,,
30000,Высшее,менеджер,,Женский,2021-08-08,,
20000,,,,Женский,2021-09-17,,
40000,Высшее,менеджер,инженер,Женский,2020-10-01,,
45000,Среднее профессиональное,автослесар,,Мужской,2019-05-17,"ответствен, аккуратн",
50000,Среднее профессиональное,,,Мужской,2021-03-05,,
13000,Среднее,,,Женский,2021-06-18,,
15000,Среднее,,,Женский,2021-01-26,,
10000,Среднее,водител,,Мужской,2021-06-09,,
30000,Среднее профессиональное,директор,,Женский,2021-09-27,"Microsoft, Office, способн, аналитическ",
13000,Среднее профессиональное,грузчик,,Мужской,2021-04-01,,
20000,,,,Женский,2021-02-16,,
15000,,,,Женский,2021-04-28,,
25000,Высшее,директор,,Женский,2021-06-26,,
35000,Среднее профессиональное,,,Женский,2021-07-17,,
45000,Среднее профессиональное,,,Мужской,2021-01-25,,
50000,Высшее,водител,инженер,Мужской,2021-10-13,,
15000,Среднее профессиональное,,,Женский,2021-06-27,,
10000,Среднее,,,Женский,2021-07-19,,
20000,,охранник,,Мужской,2021-01-21,,
50000,Высшее,,менеджер,Женский,2021-06-25,"пунктуальн, исполнительн, ответствен",
120000,Среднее профессиональное,слесар,техник,Мужской,2020-06-04,,
50000,Среднее профессиональное,бухгалтер,,Женский,2021-06-22,,
18000,,слесар,,Мужской,2020-01-14,,
25000,Среднее профессиональное,,юрист,Женский,2021-08-28,трудолюбив,
15000,Среднее профессиональное,,,Женский,2020-09-09,,
17000,Среднее профессиональное,,экономист,Женский,2021-06-07,"Microsoft, техник, Word, Internet, уверен, Excel, базов",
40000,,продавец,,Женский,2021-03-12,,
30000,Среднее профессиональное,,,Женский,2020-10-14,,
25000,,,,Мужской,2020-11-27,,
25000,Среднее,,,Женский,2020-07-25,,
25000,Среднее профессиональное,воспитател,бухгалтер,Женский,2021-09-04,английск,
35000,,,,Мужской,2021-10-09,,
60000,Среднее,,,Женский,2021-05-27,,
25000,Среднее,продавец,,Мужской,2020-05-05,,
30000,Высшее,,менеджер,Женский,2021-04-14,"организаторск, уверен, способн",
15000,Среднее профессиональное,водител,,Мужской,2021-05-26,,
8000,,,,,2019-05-17,,
20000,Среднее,,,Женский,2021-01-16,коммуникабельн,
10000,,,,Женский,2021-04-18,,
25000,Высшее,,инженер,Женский,2021-06-09,,
45000,Среднее профессиональное,,механик,Мужской,2021-10-25,,
35000,Высшее,бухгалтер,,Женский,2021-03-18,,
20000,,,,Мужской,2021-08-26,,
30000,,сварщик,,Мужской,2019-06-13,аккуратн,
15000,,,,Мужской,2020-08-10,,
35000,Среднее,,,Мужской,2020-05-04,,
20000,Среднее профессиональное,кассир,,Женский,2021-06-14,,
65000,Среднее,,,Мужской,2020-07-28,,
21000,,кладовщик,,,2019-12-10,,
20000,Среднее профессиональное,продавец,,Женский,2021-05-24,,
30000,,,,Мужской,2020-09-13,,
30000,Среднее профессиональное,,,,2019-05-17,,
20000,,,,Женский,2021-04-20,,
15000,,,,Женский,2021-11-09,,
30000,,,,Женский,2021-06-26,,
30000,Незаконченное высшее,кассир,,Женский,2021-06-19,коммуникабельн,
100000,Среднее,,,Мужской,2021-06-12,,
25000,Высшее,,менеджер,Женский,2021-01-19,,
25000,Среднее профессиональное,,техник,Мужской,2020-07-18,,
30000,Высшее,,экономик,Мужской,2020-08-13,,
30000,,,,Мужской,2020-11-06,,
30000,Среднее профессиональное,,юрист,Женский,2021-04-19,готов,
30000,Среднее профессиональное,повар,экономик,Женский,2021-03-13,,
30000,Высшее,бухгалтер,экономист,Мужской,2019-05-17,,
70000,Высшее,,,Мужской,2021-07-14,"делов, техническ, управленческ, уверен, конфликтн, оргтехник",
90000,,,,Мужской,2021-06-03,,
30000,Высшее,бухгалтер,,Женский,2021-09-07,,
25000,Высшее,преподавател,,Женский,2021-05-01,,
14000,Среднее профессиональное,,,Женский,2021-09-27,,
9000,Среднее,,,Женский,2021-07-02,,
28000,Среднее профессиональное,,экономист,Женский,2021-04-07,,
25000,Высшее,,,Женский,2021-06-02,,
10000,Высшее,,,Женский,2021-06-21,,
35000,,монтер,,Мужской,2021-11-22,,
35000,,,,Женский,2020-06-29,,
30000,Среднее,плотник,,Мужской,2021-01-04,,
35000,Среднее профессиональное,администратор,,Женский,2021-03-27,ответствен,
100000,Среднее профессиональное,машинист,,Мужской,2021-10-27,,
20000,,,,Женский,2021-05-14,,
20000,Среднее профессиональное,повар,повар,Мужской,2021-08-09,"ответствен, способн, исполнительн, пунктуальн, аккуратн",
10000,Среднее профессиональное,повар,,Женский,2021-06-19,,
20000,Среднее профессиональное,юрист,юрист,Мужской,2020-09-01,,
20000,Высшее,,,Мужской,2020-05-07,,
25000,Среднее,,юрист,Мужской,2021-06-28,,
30000,Среднее профессиональное,,,Мужской,2020-07-07,,
30000,Среднее профессиональное,,,Мужской,2021-02-21,,
40000,Среднее,продавец,,Женский,2021-06-25,,уверенный
50000,Незаконченное высшее,,,Женский,2021-01-31,"Word, информацион, активн, Excel",
35000,,,,Женский,2020-07-01,,
50000,Среднее профессиональное,кассир,,Женский,2021-09-25,ответствен,
24000,,,,Женский,2020-06-27,,
50000,Высшее,,инженер,Мужской,2021-05-07,,
55000,Среднее профессиональное,,продавец,Мужской,2020-09-28,,
25000,Среднее профессиональное,,,Женский,2021-02-08,,
50000,Среднее профессиональное,сварщик,,Мужской,2021-03-02,,
18000,Среднее профессиональное,,,Женский,2021-05-26,,
20000,Среднее профессиональное,грузчик,плотник,Мужской,2021-03-01,,
18000,Среднее,продавец,,Женский,2021-09-01,,
20000,,повар,,Мужской,2021-11-11,,
25000,Среднее профессиональное,,,Мужской,2019-05-17,,
45000,Высшее,,инженер,Мужской,2021-04-01,,
15000,Среднее,оператор,,Мужской,2019-05-17,,
30000,Высшее,секретар,инженер,Женский,2019-05-17,"Office, AutoCAD, Adobe",
50000,,,,Женский,2020-08-28,,
15000,Среднее профессиональное,оператор,продавец,Женский,2021-11-30,,
15000,,,,Женский,2021-06-23,,
45000,Высшее,,,Женский,2021-07-17,,
20000,Среднее профессиональное,слесар,,Мужской,2021-04-12,исполнительн,
30000,Высшее,учител,преподавател,Женский,2021-08-05,,
10000,Среднее профессиональное,,,,2019-05-17,"ответствен, внимательн, Word, коммуникабельн, грамотн, Excel, пунктуальн, устн, аккуратн",
20000,Среднее профессиональное,оператор,,,2019-05-21,,
50000,Среднее профессиональное,машинист,,Мужской,2021-05-18,,
50000,Высшее,оператор,,Женский,2021-10-07,,
20000,Высшее,,,Женский,2020-05-03,,
30000,Высшее,водител,инженер,Мужской,2021-03-18,техник,уверенный
25000,Высшее,менеджер,,Женский,2021-01-10,,
50000,Высшее,менеджер,менеджер,Женский,2021-08-11,техник,
30000,,,,Мужской,2020-07-27,,
35000,Среднее,,,Мужской,2020-11-26,ответствен,
30000,Среднее профессиональное,,,Женский,2021-06-16,,
35000,Среднее профессиональное,оператор,,Мужской,2021-04-02,водительск,
30000,Среднее профессиональное,,,Женский,2020-07-01,,
25000,Среднее,администратор,повар,Женский,2021-10-01,,
15000,Среднее,,,Женский,2021-04-13,,
70000,Высшее,логист,,Женский,2021-01-15,"эффективн, коммуникативн, уверен, способн",
25000,,,,Женский,2021-02-07,,
20000,Среднее,,,Мужской,2020-07-28,,
25000,Высшее,менеджер,учител,Женский,2021-08-02,делов,
25000,Среднее,,,Женский,2021-04-07,,
20000,,,,Женский,2021-03-13,,
30000,Среднее профессиональное,водител,,Мужской,2021-11-05,,
30000,Высшее,инженер,экономист,Мужской,2020-09-19,,
20000,Среднее,продавец,,Женский,2020-11-01,,
30000,Высшее,менеджер,экономист,Женский,2021-08-04,,
15000,Среднее,истопник,,Мужской,2021-05-14,,
30000,Высшее,менеджер,экономист,Женский,2021-07-01,аккуратн,
60000,Высшее,,,Женский,2021-04-25,коммуникабельн,водительский
32000,Высшее,,,,2019-05-17,,
40000,Высшее,директор,менеджер,Женский,2020-09-06,"коммуникабельн, ответствен, аккуратн",
50000,Среднее,водител,,Мужской,2021-11-23,,
15000,Среднее,,,Женский,2021-02-11,,
20000,,,,Женский,2021-06-25,,
30000,Высшее,бухгалтер,экономик,Женский,2021-07-07,,
20000,Высшее,менеджер,менеджер,Женский,2021-10-14,"Photoshop, уверен, Excel, Adobe",
20000,Высшее,менеджер,психолог,Женский,2021-09-19,"Word, коммуникативн, активн",
18000,Среднее профессиональное,сторож,,Женский,2021-07-01,,
13000,Среднее профессиональное,лаборант,техник,Женский,2021-10-14,,
19000,Среднее профессиональное,,юрист,Мужской,2021-11-14,,
45000,Среднее,,,Мужской,2020-08-03,,
40000,Высшее,,,Мужской,2020-04-24,,
12000,Среднее профессиональное,,,,2019-05-17,,
15000,Высшее,,,Женский,2021-06-24,,
30000,Среднее,,,Мужской,2021-03-24,,
15000,,,,Женский,2021-05-11,,
25000,Высшее,диспетчер,,Женский,2021-08-09,уверен,
25000,,,,Мужской,2021-04-07,,
15000,Среднее профессиональное,продавец,,Женский,2021-06-14,,
28000,,,,Мужской,2021-11-14,,
45000,Высшее,уборщик,,Женский,2020-07-22,,
80000,,,,Мужской,2021-01-21,,
18000,Среднее профессиональное,продавец,менеджер,Женский,2021-10-06,,
30000,Среднее профессиональное,,экономист,Мужской,2020-07-15,,
60000,Среднее профессиональное,воспитател,учител,Женский,2021-10-21,,
40000,Высшее,инженер,инженер,Мужской,2020-08-26,,
50000,Незаконченное высшее,оператор,,Женский,2020-07-09,делов,
30000,Среднее профессиональное,,,,2019-10-28,грамотн,
20000,,,,Женский,2021-02-09,,
30000,Среднее профессиональное,комплектовщик,,Женский,2021-04-20,,
20000,,,,Мужской,2020-09-19,,
30000,Среднее,,,Мужской,2021-03-22,,
55000,Среднее профессиональное,инженер,,Мужской,2021-10-16,,
25000,,,,Женский,2021-01-26,,
15000,Среднее,уборщик,,Женский,2021-03-29,ответствен,
25000,Среднее,грузчик,,Мужской,2021-01-18,,
40000,Среднее профессиональное,,,Мужской,2020-11-16,,
50000,,,,Мужской,2021-04-01,,
50000,Высшее,,,Мужской,2021-11-22,,
25000,Среднее профессиональное,оператор,,Женский,2021-11-21,,
45000,Высшее,директор,,Мужской,2021-07-23,,
55000,Высшее,,учител,Женский,2021-01-21,"поставлен, ответствен",
20000,,,,Мужской,2020-01-07,,
20000,Среднее профессиональное,,,,2019-07-29,,
15000,Среднее профессиональное,продавец,,Женский,2021-08-05,,
35000,Среднее,,,Мужской,2020-03-08,,
25000,Высшее,,юрист,Женский,2021-04-19,,
25000,Среднее,,,,2019-05-17,,
15000,Высшее,,,Женский,2021-09-21,,
20000,,,,Мужской,2020-01-01,,
30000,Высшее,,юрист,Женский,2021-06-24,,
50000,Высшее,,юрист,Женский,2021-10-20,,
20000,Высшее,,экономист,Женский,2021-09-21,,
70000,Высшее,директор,,Мужской,2020-09-01,,
30000,Высшее,водител,,Мужской,2021-01-15,"делов, грамотн",
25000,,,,Женский,2021-07-20,,
12000,,,,Мужской,2021-06-17,,
22000,Среднее,продавец,,Мужской,2021-08-25,,
20000,Среднее,,,Женский,2020-11-17,стрессоустойчив,
11000,Среднее,,,Женский,2021-06-14,,
20000,Среднее профессиональное,продавец,,Женский,2021-05-17,,
20000,Среднее,,,Женский,2021-03-31,,
19000,,,,Женский,2020-07-09,,
40000,,,,Мужской,2021-02-14,,
30000,Высшее,секретар,юрист,Женский,2021-05-24,"организаторск, способн",
20000,,,,Женский,2020-07-13,,
35000,Среднее профессиональное,токар,,Мужской,2021-10-12,,
30000,Высшее,менеджер,инженер,Женский,2021-02-07,,
20000,Среднее,водител,,Женский,2021-03-14,,
50000,Среднее профессиональное,машинист,техник,Мужской,2021-11-07,,
50000,Незаконченное высшее,,,Женский,2021-08-17,,
30000,Среднее,водител,,Мужской,2021-01-27,,
25000,,,,Мужской,2021-03-02,,
20000,Среднее профессиональное,,воспитател,Женский,2021-04-06,,
35000,,продавец,,Мужской,2021-10-25,,
30000,,,,Мужской,2021-11-12,,
25000,Среднее профессиональное,,слесар,Мужской,2021-05-23,ответствен,
20000,Высшее,инспектор,экономист,Женский,2021-04-24,,
23000,,,,Мужской,2021-03-24,,
30000,Высшее,,,Мужской,2019-05-17,,
50000,Высшее,бухгалтер,экономист,Женский,2021-11-19,,
25000,Высшее,менеджер,,Женский,2021-05-30,,
20000,Среднее профессиональное,,слесар,Мужской,2021-08-25,исполнительн,
30000,Незаконченное высшее,,,Женский,2021-04-09,,
20000,Среднее профессиональное,продавец,,Женский,2021-07-31,"аккуратн, коммуникабельн",
20000,Среднее,обработчик,,Женский,2021-10-19,,
50000,Высшее,менеджер,,Мужской,2020-04-18,,
100000,Высшее,менеджер,учител,Женский,2021-11-01,"Word, Excel",
50000,Высшее,,,Мужской,2019-05-17,,
40000,Среднее,водител,,Мужской,2021-02-05,,
20000,Высшее,,,Мужской,2019-05-17,активн,
25000,Среднее,кочегар,,Мужской,2020-07-13,,
40000,,,,Мужской,2021-01-11,,
25000,,,,Мужской,2021-07-29,,
20000,Среднее,,,Женский,2021-01-13,,
20000,Среднее,,,Мужской,2021-03-11,,
35000,Среднее профессиональное,,,Мужской,2020-07-16,,
45000,Высшее,,инженер,Женский,2020-07-08,ответствен,
25000,Среднее профессиональное,машинист,слесар,Мужской,2020-11-06,,
20000,Среднее профессиональное,,менеджер,Женский,2021-07-31,,
35000,Среднее,директор,,Женский,2021-04-29,,
45000,Среднее,,,Мужской,2020-08-20,,
55000,,,,Мужской,2020-12-01,"Microsoft, Office, Windows, опытн, базов",
40000,Высшее,бухгалтер,экономист,Женский,2021-01-07,"налогов, грамотн",
25000,Среднее,машинист,,Мужской,2021-04-01,,
20000,,оператор,,Мужской,2021-04-26,,
20000,Среднее профессиональное,электромонтер,техник,Мужской,2019-05-17,коммуникабельн,
100000,,,,Мужской,2021-07-02,,
50000,Среднее,,,Женский,2021-04-09,,
20000,Высшее,,,Женский,2021-05-01,,
20000,Высшее,бухгалтер,экономист,Женский,2021-04-19,,опытный
50000,,,,Мужской,2020-04-15,,
15000,Высшее,,,,2021-02-01,,
50000,Среднее,,,Мужской,2020-07-19,,
55000,Высшее,оператор,инженер,Женский,2021-06-05,,
45000,Высшее,водител,,Мужской,2021-05-14,,
25000,Среднее,официант,,Женский,2021-08-09,,
30000,Высшее,бухгалтер,экономист,Женский,2021-10-08,,
45000,Высшее,,экономист,Мужской,2021-06-29,,
45000,Среднее,монтажник,программист,Мужской,2020-12-19,,
60000,,,,Мужской,2021-06-19,,
25000,,,,Мужской,2021-04-28,,
40000,Высшее,,инженер,Мужской,2021-06-30,,
20000,Среднее профессиональное,продавец,,Женский,2021-08-11,,
20000,,,,Женский,2021-05-20,,
20000,Среднее профессиональное,,,Мужской,2021-07-01,,
15000,Незаконченное высшее,,,,2019-05-17,,
30000,Среднее профессиональное,машинист,,Женский,2021-08-30,,
20000,,,,Женский,2021-02-24,,
20000,Высшее,экономист,,Женский,2021-08-19,,
25359,Среднее профессиональное,инструктор,,Женский,2021-01-24,,
25000,Среднее,оператор,,Женский,2021-09-27,"пунктуальн, трудолюбив",
25000,,слесар,,Мужской,2021-04-16,,
20000,Среднее,грузчик,,Мужской,2021-10-17,,
35000,Среднее профессиональное,,техник,Мужской,2020-06-18,,
30000,Среднее,повар,,Женский,2021-06-14,,
15000,Среднее профессиональное,,,Женский,2021-08-19,,
15000,Среднее,,,Женский,2021-08-03,,
35000,Высшее,,экономист,Женский,2021-11-22,,
30000,Высшее,педагог,артист,Женский,2021-09-01,"делов, организаторск, творческ, способн",
30000,,инженер,,Мужской,2021-02-15,,
50000,,,,Мужской,2021-01-28,,
25000,Среднее профессиональное,продавец,,Женский,2020-04-24,,
40000,Среднее профессиональное,администратор,,Мужской,2021-08-02,,
45000,Высшее,инструктор,,Женский,2021-04-16,,
100000,,,,Мужской,2021-07-10,,
20000,,продавец,,Женский,2021-09-17,,
20000,,,,Женский,2021-06-24,,
20000,,администратор,,Женский,2021-06-01,,
15000,Среднее,,,Мужской,2021-05-06,,
18000,Высшее,продавец,,Женский,2021-09-08,,
20000,,инструктор,,Женский,2021-10-03,,
30000,Среднее,,,Женский,2020-04-28,,
18000,Среднее,,,Женский,2021-05-25,,
25000,Среднее профессиональное,,,Женский,2021-07-07,,
20000,Высшее,,,Мужской,2020-09-24,"Microsoft, Office, AutoCAD",
30000,,,,,2020-01-14,,
15000,Среднее,,,Женский,2020-07-12,,
140000,Среднее,моторист,,Мужской,2020-07-14,,
20000,Среднее профессиональное,продавец,юрист,Женский,2020-05-20,,
20000,,,,Женский,2021-03-10,,
180000,Высшее,директор,,Женский,2021-04-01,,
40000,Высшее,дизайнер,учител,Женский,2020-11-14,,
40000,Среднее,водител,,Мужской,2020-11-03,,
30000,Высшее,учител,учител,Женский,2021-05-24,уверен,
40000,,,,Женский,2021-04-19,,
50000,Высшее,преподавател,юрист,Женский,2021-06-21,"эффективн, делов, Word, Internet, Outlook, уверен, успешн",водительский
28000,Среднее,,,Женский,2021-05-12,,
15000,Среднее,,,Женский,2021-03-07,,
30000,,комплектовщик,,Мужской,2021-06-20,"организаторск, целеустремлен, способн, исполнительн",
45000,,,,Мужской,2020-08-13,,
10000,Среднее,,,Мужской,2020-07-14,,
45000,Высшее,,экономист,Мужской,2021-10-29,,
30000,,,,Мужской,2021-02-01,,
15000,Высшее,,экономист,Женский,2020-06-24,,
30000,Среднее профессиональное,,,Женский,2021-05-23,,
22000,,,,Женский,2021-04-10,,
50000,Среднее,,,Мужской,2020-07-07,,
20000,Среднее,,,Мужской,2021-11-15,,
40000,Среднее профессиональное,,юрист,Мужской,2021-06-24,,
20000,,,,,2019-05-17,,
20000,,пекар,,Женский,2021-04-29,,
25000,Среднее профессиональное,повар,повар,Женский,2021-04-06,,
20000,,,,Мужской,2020-10-15,,
30000,,,,Женский,2020-04-12,,
20000,,продавец,,Женский,2021-03-05,,
35000,Среднее профессиональное,администратор,,Женский,2021-05-04,,
35000,Высшее,,экономист,Мужской,2019-05-17,"Microsoft, Office, уверен",
35000,,,,Мужской,2020-04-27,,
15000,Высшее,,,Женский,2021-09-30,,
40000,,бригадир,,Мужской,2020-01-23,,
50000,Высшее,,,,2019-05-17,,"ответственный, отзывчивый, пунктуальный, английский"
20000,Среднее,,,Мужской,2021-02-17,,
35000,Среднее профессиональное,,,Женский,2021-04-30,,
20000,Среднее профессиональное,продавец,,Женский,2021-03-24,трудолюбив,
15000,,,,Мужской,2020-09-17,,
100000,Среднее профессиональное,менеджер,техник,Мужской,2020-04-24,,
15000,Среднее профессиональное,секретар,,Женский,2021-02-17,делов,
35000,Высшее,,,Женский,2021-07-03,,
20000,,,,Женский,2020-11-03,,
45000,Высшее,секретар,техник,Женский,2021-11-16,"целеустремлен, коммуникативн, самостоятельн",
30000,Среднее,продавец,,Женский,2021-10-16,,
35000,Среднее профессиональное,,,Мужской,2021-05-18,ответствен,
10000,Среднее профессиональное,,оператор,Женский,2021-11-01,,
